gene p.value alpha alpha_low alpha_high p.adj
ctc 0.5389389857873059 18.00751546788286 0.040015170999524216 106.36376448741086 0.8487497109982873
ctpE 0.02233871979883304 102.59724094284367 1.3430694261796425 106.2924081893488 0.8487497109982873
ctpF 0.020845023661811856 103.27286175760065 1.1327685502786493 106.32300389988805 0.8487497109982873
cutC 0.1000398891983202 12.300194871923336 0.0357710837937833 106.33514518478864 0.8487497109982873
cvpA 0.031129657020190795 89.69764254825041 0.03609215493914772 106.38315868396157 0.8487497109982873
cydA 0.6835424905075193 0.7772213732922715 0.03663268867215477 106.30469677677632 0.8487497109982873
cydB 0.6970780093122717 29.114203170064144 0.35974997612576914 106.3560125968201 0.8487497109982873
cydC 0.2621957438076851 1.7193105577857652 0.035809327978997815 106.30357638806488 0.8487497109982873
cydD 0.2621957438076851 3.717020666698 0.03592434012013342 106.35402732700294 0.8487497109982873
cyeA 0.051628498013013134 104.8017887368101 2.2193353672026035 106.36019511598883 0.8487497109982873
cypC 0.14689938392600133 104.65129239255417 6.054490177928892 106.34659474208317 0.8487497109982873
cysD 0.08475474306194959 103.72619737416025 3.175489585832415 106.36934399139867 0.8487497109982873
cysE 0.5800647900118134 0.720020527707577 0.037585391572498086 106.2338022991045 0.8487497109982873
cysH 0.8113250605003258 1.308339301085516 0.03678302651655846 106.30254944909767 0.8647708798205417
cysK 0.014373408931104066 105.76650646667022 1.223959687537148 106.38535397635245 0.8487497109982873
cysN 0.14817132816050235 103.98589777547689 2.026994223918326 106.36982540752629 0.8487497109982873
cysS 0.8392798189114399 0.6230598819673437 0.03707529985902927 106.31649042757078 0.8855258497494172
dagK 0.48684171641280444 49.36415855685054 0.035904732821944105 106.38938792565384 0.8487497109982873
dapC 0.03220470710488947 61.680939520021006 0.8048028976981951 106.37411556023892 0.8487497109982873
dapD 0.08484770129393371 104.10605253157982 2.093641204712287 106.35967695026636 0.8487497109982873
dapE 0.14223650849887948 22.22627694199292 0.035720321343200856 106.36202783536228 0.8487497109982873
dapF 0.5794271394272009 0.8314036363284505 0.03666962617183371 106.21172407075093 0.8487497109982873
dasC 0.009187040312113762 103.4951870316273 1.1030194995929719 106.38184735235326 0.8487497109982873
dcd 0.20912567670983606 94.12317211774541 2.51102756347915 106.37061207402589 0.8487497109982873
dcp 0.6492840161486999 104.07261182863198 2.393042263020139 106.36344656767899 0.8487497109982873
dctA 0.5729305297511629 104.95620642754122 0.9787343030570732 106.37113377794918 0.8487497109982873
ddc 0.07204445934808096 105.07079326677928 3.6143269640323377 106.38295880804183 0.8487497109982873
ddl 0.6053904527473895 105.12826761367401 0.7941591963183963 106.35997630876214 0.8487497109982873
deaD 0.16372345530222035 103.57564522925402 2.4270186055286462 106.36113355186941 0.8487497109982873
dedA 0.2500552691729103 105.12275697390209 3.01688691756169 106.37062710750016 0.8487497109982873
def 0.16684031017380138 65.19161344317497 0.4969147047147058 106.36487004458084 0.8487497109982873
degP 0.13180118278078043 87.72381724384498 2.7026663956488224 106.36219580220552 0.8487497109982873
deoA 0.4810335640880685 23.45964960063121 0.03670350532851979 106.3720612567208 0.8487497109982873
deoC 0.3021944197365574 105.54847630610917 0.038096065520423036 106.38585361637263 0.8487497109982873
devR 0.02233871979883304 104.82438176952104 1.0860553952052738 106.36222639438174 0.8487497109982873
dgt 0.1433076906549324 91.74382079439152 1.921311504938573 106.32912317377856 0.8487497109982873
dhaA 0.929122377330323 4.752824421515228 0.036561387648084503 106.1917043385676 0.9525302419477651
dhaK2 0.4702323146091197 73.29477604861317 3.96576632987634 106.35470709700775 0.8487497109982873
dinB_2 0.031239764601021378 104.80900886738648 1.3633053988873398 106.34915773932258 0.8487497109982873
dinF 0.2861039345741598 103.06702613792254 3.6940565456312404 106.38100903867941 0.8487497109982873
dinP 0.3207864825037762 103.57996476134477 0.9520819533009698 106.3865805016429 0.8487497109982873
dipZ 0.2362790738729703 104.3603086970862 1.0131252292244706 106.33233370644919 0.8487497109982873
divIC 0.08555580499450427 0.04405658709228702 0.03576502416741721 106.17503183395218 0.8487497109982873
dkgA 0.35851574404827585 105.43325747903543 2.6989504000822198 106.36719371534912 0.8487497109982873
dkgB 0.7263752654392421 104.40125579739464 2.4483098611451926 106.3545784137398 0.8487497109982873
dnaA 0.32465306055059906 0.849667425747172 0.03742563959137894 106.30035457975737 0.8487497109982873
dnaE2 0.15450197308674454 103.30848763466602 1.9676518217640262 106.35454337495584 0.8487497109982873
dnaN 0.26278589903690575 105.42895313917221 1.0061699775481239 106.31896553935931 0.8487497109982873
dnaQ2 0.031239764601021378 101.95326646201212 2.2191138710491174 106.38168327223542 0.8487497109982873
dnaX 0.6415963717713173 0.7625386450270812 0.036304667950421754 106.27617133806272 0.8487497109982873
dpm 0.009998837949612286 105.20872135102907 2.1949269921184094 106.3704789421848 0.8487497109982873
dppB 0.531236874142429 104.7480684322893 2.9089996952029553 106.38429912656042 0.8487497109982873
dps 0.8245849553098185 42.63692486646317 0.04124618117923892 106.359747423326 0.8756376036579322
dtpT 0.5607091563126243 2.3743980477531386 0.03602128835877743 106.11251550268476 0.8487497109982873
