community	medium	receiver	donor	compound	scs	mus	mps	smetana
all	minimal	lane121s003962_megahit	lane121s003965_shovill	M_acald_e	0.6666666666666666	0.04	1	0.026666666666666665
all	minimal	lane121s003962_megahit	lane121s003965_shovill	M_cu2_e	0.6666666666666666	1.0	1	0.6666666666666666
all	minimal	lane121s003962_megahit	lane121s003965_shovill	M_etoh_e	0.6666666666666666	0.07	1	0.04666666666666667
all	minimal	lane121s003962_megahit	lane121s003965_shovill	M_fe3_e	0.6666666666666666	1.0	1	0.6666666666666666
all	minimal	lane121s003962_megahit	lane121s003965_shovill	M_h2s_e	0.6666666666666666	0.88	1	0.5866666666666667
all	minimal	lane121s003962_megahit	lane121s003965_shovill	M_h_e	0.6666666666666666	0.02	1	0.013333333333333332
all	minimal	lane121s003962_megahit	lane121s003965_shovill	M_nh4_e	0.6666666666666666	0.66	1	0.44
all	minimal	lane121s003962_megahit	lane121s003965_shovill	M_succ_e	0.6666666666666666	0.01	1	0.006666666666666666
all	minimal	lane121s003962_megahit	lane121s003968_megahit	M_acald_e	0.6666666666666666	0.04	1	0.026666666666666665
all	minimal	lane121s003962_megahit	lane121s003968_megahit	M_cu2_e	0.6666666666666666	1.0	1	0.6666666666666666
all	minimal	lane121s003962_megahit	lane121s003968_megahit	M_etoh_e	0.6666666666666666	0.07	1	0.04666666666666667
all	minimal	lane121s003962_megahit	lane121s003968_megahit	M_fe3_e	0.6666666666666666	1.0	1	0.6666666666666666
all	minimal	lane121s003962_megahit	lane121s003968_megahit	M_glyb_e	0.6666666666666666	0.02	1	0.013333333333333332
all	minimal	lane121s003962_megahit	lane121s003968_megahit	M_h2s_e	0.6666666666666666	0.88	1	0.5866666666666667
all	minimal	lane121s003962_megahit	lane121s003968_megahit	M_h_e	0.6666666666666666	0.02	1	0.013333333333333332
all	minimal	lane121s003962_megahit	lane121s003968_megahit	M_nh4_e	0.6666666666666666	0.66	1	0.44
all	minimal	lane121s003962_megahit	lane121s003968_megahit	M_succ_e	0.6666666666666666	0.01	1	0.006666666666666666
all	minimal	lane121s003962_megahit	lane122s000603_bin.1.o	M_acald_e	1.0	0.04	1	0.04
all	minimal	lane121s003962_megahit	lane122s000603_bin.1.o	M_alaala_e	1.0	0.01	1	0.01
all	minimal	lane121s003962_megahit	lane122s000603_bin.1.o	M_fe3_e	1.0	1.0	1	1.0
all	minimal	lane121s003962_megahit	lane122s000603_bin.1.o	M_glyc_e	1.0	0.02	1	0.02
all	minimal	lane121s003962_megahit	lane122s000603_bin.1.o	M_h2s_e	1.0	0.88	1	0.88
all	minimal	lane121s003962_megahit	lane122s000603_bin.1.o	M_h_e	1.0	0.02	1	0.02
all	minimal	lane121s003962_megahit	lane122s000603_bin.1.o	M_hxan_e	1.0	0.02	1	0.02
all	minimal	lane121s003962_megahit	lane122s000603_bin.1.o	M_indole_e	1.0	0.03	1	0.03
all	minimal	lane121s003962_megahit	lane122s000603_bin.1.o	M_nh4_e	1.0	0.66	1	0.66
all	minimal	lane121s003962_megahit	lane122s000603_bin.2.s	M_acald_e	1.0	0.04	1	0.04
all	minimal	lane121s003962_megahit	lane122s000603_bin.2.s	M_etoh_e	1.0	0.07	1	0.07
all	minimal	lane121s003962_megahit	lane122s000603_bin.2.s	M_fe3_e	1.0	1.0	1	1.0
all	minimal	lane121s003962_megahit	lane122s000603_bin.2.s	M_glyc_e	1.0	0.02	1	0.02
all	minimal	lane121s003962_megahit	lane122s000603_bin.2.s	M_h2s_e	1.0	0.88	1	0.88
all	minimal	lane121s003962_megahit	lane122s000603_bin.2.s	M_h_e	1.0	0.02	1	0.02
all	minimal	lane121s003962_megahit	lane122s000603_bin.2.s	M_hxan_e	1.0	0.02	1	0.02
all	minimal	lane121s003962_megahit	lane122s000603_bin.2.s	M_nh4_e	1.0	0.66	1	0.66
