community	medium	receiver	donor	compound	scs	mus	mps	smetana
all	minimal	lane121s003963_shovill	lane122s000516_shovill	M_acald_e	1.0	0.41	1	0.41
all	minimal	lane121s003963_shovill	lane122s000516_shovill	M_ala__D_e	1.0	0.13	1	0.13
all	minimal	lane121s003963_shovill	lane122s000516_shovill	M_fe3_e	1.0	1.0	1	1.0
all	minimal	lane121s003963_shovill	lane122s000516_shovill	M_glyc_e	1.0	0.43	1	0.43
all	minimal	lane121s003963_shovill	lane122s000516_shovill	M_h2s_e	1.0	0.58	1	0.58
all	minimal	lane121s003963_shovill	lane122s000516_shovill	M_h_e	1.0	0.03	1	0.03
all	minimal	lane121s003963_shovill	lane122s000516_shovill	M_nh4_e	1.0	0.84	1	0.84
all	minimal	lane121s003963_shovill	lane122s000516_shovill	M_oxa_e	1.0	0.01	1	0.01
all	minimal	lane121s003963_shovill	lane122s000516_shovill	M_ppap_e	1.0	0.02	1	0.02
all	minimal	lane121s003963_shovill	lane122s000516_shovill	M_s_e	1.0	0.28	1	0.28
all	minimal	lane121s003971_bin.1.s	lane121s003963_shovill	M_acald_e	1.0	0.04	1	0.04
all	minimal	lane121s003971_bin.1.s	lane121s003963_shovill	M_etoh_e	1.0	0.01	1	0.01
all	minimal	lane121s003971_bin.1.s	lane121s003963_shovill	M_fe3_e	1.0	0.01	1	0.01
all	minimal	lane121s003971_bin.1.s	lane121s003963_shovill	M_glyc_e	1.0	0.45	1	0.45
all	minimal	lane121s003971_bin.1.s	lane121s003963_shovill	M_h2s_e	1.0	0.08	1	0.08
all	minimal	lane121s003971_bin.1.s	lane121s003963_shovill	M_h_e	1.0	0.15	1	0.15
all	minimal	lane121s003971_bin.1.s	lane121s003963_shovill	M_lys__L_e	1.0	0.01	1	0.01
all	minimal	lane121s003971_bin.1.s	lane121s003963_shovill	M_nh4_e	1.0	0.63	1	0.63
all	minimal	lane121s003971_bin.1.s	lane121s003963_shovill	M_rib__D_e	1.0	0.01	1	0.01
all	minimal	lane121s003971_bin.1.s	lane122s000516_shovill	M_acald_e	1.0	0.04	1	0.04
all	minimal	lane121s003971_bin.1.s	lane122s000516_shovill	M_ala__D_e	1.0	0.06	1	0.06
all	minimal	lane121s003971_bin.1.s	lane122s000516_shovill	M_fe3_e	1.0	0.01	1	0.01
all	minimal	lane121s003971_bin.1.s	lane122s000516_shovill	M_forglu_e	1.0	0.02	1	0.02
all	minimal	lane121s003971_bin.1.s	lane122s000516_shovill	M_glyc_e	1.0	0.45	1	0.45
all	minimal	lane121s003971_bin.1.s	lane122s000516_shovill	M_h2s_e	1.0	0.08	1	0.08
all	minimal	lane121s003971_bin.1.s	lane122s000516_shovill	M_h_e	1.0	0.15	1	0.15
all	minimal	lane121s003971_bin.1.s	lane122s000516_shovill	M_lys__L_e	1.0	0.01	1	0.01
all	minimal	lane121s003971_bin.1.s	lane122s000516_shovill	M_nh4_e	1.0	0.63	1	0.63
all	minimal	lane121s003971_bin.1.s	lane122s000604_bin.2.o	M_acald_e	0.3333333333333333	0.04	1	0.013333333333333332
all	minimal	lane121s003971_bin.1.s	lane122s000604_bin.2.o	M_ala__D_e	0.3333333333333333	0.06	1	0.019999999999999997
all	minimal	lane121s003971_bin.1.s	lane122s000604_bin.2.o	M_fe3_e	0.3333333333333333	0.01	1	0.003333333333333333
all	minimal	lane121s003971_bin.1.s	lane122s000604_bin.2.o	M_forglu_e	0.3333333333333333	0.02	1	0.006666666666666666
