community	medium	receiver	donor	compound	scs	mus	mps	smetana
all	minimal	lane121s003951_bin.1.p	lane121s003955_bin.1.s	M_acald_e	0.2	0.16	1	0.032
all	minimal	lane121s003951_bin.1.p	lane121s003955_bin.1.s	M_ala__D_e	0.2	0.2	1	0.04000000000000001
all	minimal	lane121s003951_bin.1.p	lane121s003955_bin.1.s	M_bz_e	0.2	0.06	1	0.012
all	minimal	lane121s003951_bin.1.p	lane121s003955_bin.1.s	M_glc__D_e	0.2	0.01	1	0.002
all	minimal	lane121s003951_bin.1.p	lane121s003955_bin.1.s	M_glyald_e	0.2	0.34	1	0.068
all	minimal	lane121s003951_bin.1.p	lane121s003955_bin.1.s	M_glyc_e	0.2	0.09	1	0.018
all	minimal	lane121s003951_bin.1.p	lane121s003955_bin.1.s	M_h2s_e	0.2	0.03	1	0.006
all	minimal	lane121s003951_bin.1.p	lane121s003955_bin.1.s	M_h_e	0.2	0.45	1	0.09000000000000001
all	minimal	lane121s003951_bin.1.p	lane121s003955_bin.1.s	M_hom__L_e	0.2	0.01	1	0.002
all	minimal	lane121s003951_bin.1.p	lane121s003955_bin.1.s	M_lys__L_e	0.2	0.01	1	0.002
all	minimal	lane121s003951_bin.1.p	lane121s003955_bin.1.s	M_nac_e	0.2	0.01	1	0.002
all	minimal	lane121s003951_bin.1.p	lane121s003955_bin.1.s	M_nh4_e	0.2	0.05	1	0.010000000000000002
all	minimal	lane121s003951_bin.1.p	lane121s003955_bin.1.s	M_urea_e	0.2	0.08	1	0.016
all	minimal	lane121s003951_bin.1.p	lane121s003958_shovill	M_acald_e	1.0	0.16	1	0.16
all	minimal	lane121s003951_bin.1.p	lane121s003958_shovill	M_bz_e	1.0	0.06	1	0.06
all	minimal	lane121s003951_bin.1.p	lane121s003958_shovill	M_glc__D_e	1.0	0.01	1	0.01
all	minimal	lane121s003951_bin.1.p	lane121s003958_shovill	M_glyc_e	1.0	0.09	1	0.09
all	minimal	lane121s003951_bin.1.p	lane121s003958_shovill	M_glyclt_e	1.0	0.36	1	0.36
all	minimal	lane121s003951_bin.1.p	lane121s003958_shovill	M_h2s_e	1.0	0.03	1	0.03
all	minimal	lane121s003951_bin.1.p	lane121s003958_shovill	M_h_e	1.0	0.45	1	0.45
all	minimal	lane121s003951_bin.1.p	lane121s003958_shovill	M_lys__L_e	1.0	0.01	1	0.01
all	minimal	lane121s003951_bin.1.p	lane121s003958_shovill	M_nh4_e	1.0	0.05	1	0.05
all	minimal	lane121s003951_bin.1.p	lane121s003958_shovill	M_thm_e	1.0	1.0	1	1.0
all	minimal	lane121s003951_bin.1.p	lane121s003958_shovill	M_urea_e	1.0	0.08	1	0.08
all	minimal	lane121s003951_bin.1.p	lane122s000518_bin.1.p	M_4abz_e	0.1	0.1	1	0.010000000000000002
all	minimal	lane121s003951_bin.1.p	lane122s000518_bin.1.p	M_acald_e	0.1	0.16	1	0.016
all	minimal	lane121s003951_bin.1.p	lane122s000518_bin.1.p	M_alaala_e	0.1	0.03	1	0.003
all	minimal	lane121s003951_bin.1.p	lane122s000518_bin.1.p	M_glc__D_e	0.1	0.01	1	0.001
all	minimal	lane121s003951_bin.1.p	lane122s000518_bin.1.p	M_glyald_e	0.1	0.34	1	0.034
all	minimal	lane121s003951_bin.1.p	lane122s000518_bin.1.p	M_glyc_e	0.1	0.09	1	0.009
all	minimal	lane121s003951_bin.1.p	lane122s000518_bin.1.p	M_h2s_e	0.1	0.03	1	0.003
all	minimal	lane121s003951_bin.1.p	lane122s000518_bin.1.p	M_h_e	0.1	0.45	1	0.045000000000000005
all	minimal	lane121s003951_bin.1.p	lane122s000518_bin.1.p	M_hom__L_e	0.1	0.01	1	0.001
all	minimal	lane121s003951_bin.1.p	lane122s000518_bin.1.p	M_lys__L_e	0.1	0.01	1	0.001
all	minimal	lane121s003951_bin.1.p	lane122s000518_bin.1.p	M_nac_e	0.1	0.01	1	0.001
all	minimal	lane121s003951_bin.1.p	lane122s000518_bin.1.p	M_nh4_e	0.1	0.05	1	0.005000000000000001
all	minimal	lane121s003951_bin.1.p	lane122s000518_bin.1.p	M_urea_e	0.1	0.08	1	0.008
all	minimal	lane121s003951_bin.1.p	lane122s000525_bin.1.p	M_acald_e	0.1	0.16	1	0.016
all	minimal	lane121s003951_bin.1.p	lane122s000525_bin.1.p	M_bz_e	0.1	0.06	1	0.006
all	minimal	lane121s003951_bin.1.p	lane122s000525_bin.1.p	M_glc__D_e	0.1	0.01	1	0.001
all	minimal	lane121s003951_bin.1.p	lane122s000525_bin.1.p	M_glyc_e	0.1	0.09	1	0.009
all	minimal	lane121s003951_bin.1.p	lane122s000525_bin.1.p	M_h2s_e	0.1	0.03	1	0.003
all	minimal	lane121s003951_bin.1.p	lane122s000525_bin.1.p	M_h_e	0.1	0.45	1	0.045000000000000005
all	minimal	lane121s003951_bin.1.p	lane122s000525_bin.1.p	M_hom__L_e	0.1	0.01	1	0.001
all	minimal	lane121s003951_bin.1.p	lane122s000525_bin.1.p	M_lys__L_e	0.1	0.01	1	0.001
all	minimal	lane121s003951_bin.1.p	lane122s000525_bin.1.p	M_nac_e	0.1	0.01	1	0.001
all	minimal	lane121s003951_bin.1.p	lane122s000525_bin.1.p	M_nh4_e	0.1	0.05	1	0.005000000000000001
all	minimal	lane121s003951_bin.1.p	lane122s000525_bin.1.p	M_tyr__L_e	0.1	0.01	1	0.001
all	minimal	lane121s003951_bin.1.p	lane122s000533_bin.10.p	M_acald_e	0.1	0.16	1	0.016
all	minimal	lane121s003951_bin.1.p	lane122s000533_bin.10.p	M_cit_e	0.1	0.02	1	0.002
all	minimal	lane121s003951_bin.1.p	lane122s000533_bin.10.p	M_glyc_e	0.1	0.09	1	0.009
all	minimal	lane121s003951_bin.1.p	lane122s000533_bin.10.p	M_h2s_e	0.1	0.03	1	0.003
all	minimal	lane121s003951_bin.1.p	lane122s000533_bin.10.p	M_h_e	0.1	0.45	1	0.045000000000000005
all	minimal	lane121s003951_bin.1.p	lane122s000533_bin.10.p	M_hom__L_e	0.1	0.01	1	0.001
all	minimal	lane121s003951_bin.1.p	lane122s000533_bin.10.p	M_lys__L_e	0.1	0.01	1	0.001
all	minimal	lane121s003951_bin.1.p	lane122s000533_bin.10.p	M_nac_e	0.1	0.01	1	0.001
all	minimal	lane121s003951_bin.1.p	lane122s000533_bin.10.p	M_nh4_e	0.1	0.05	1	0.005000000000000001
all	minimal	lane121s003951_bin.1.p	lane122s000542_bin.1.s	M_ac_e	0.1	0.03	1	0.003
all	minimal	lane121s003951_bin.1.p	lane122s000542_bin.1.s	M_acald_e	0.1	0.16	1	0.016
all	minimal	lane121s003951_bin.1.p	lane122s000542_bin.1.s	M_ala__D_e	0.1	0.2	1	0.020000000000000004
all	minimal	lane121s003951_bin.1.p	lane122s000542_bin.1.s	M_glc__D_e	0.1	0.01	1	0.001
all	minimal	lane121s003951_bin.1.p	lane122s000542_bin.1.s	M_glyc_e	0.1	0.09	1	0.009
all	minimal	lane121s003951_bin.1.p	lane122s000542_bin.1.s	M_h2s_e	0.1	0.03	1	0.003
all	minimal	lane121s003951_bin.1.p	lane122s000542_bin.1.s	M_h_e	0.1	0.45	1	0.045000000000000005
all	minimal	lane121s003951_bin.1.p	lane122s000542_bin.1.s	M_hom__L_e	0.1	0.01	1	0.001
all	minimal	lane121s003951_bin.1.p	lane122s000542_bin.1.s	M_lys__L_e	0.1	0.01	1	0.001
all	minimal	lane121s003951_bin.1.p	lane122s000542_bin.1.s	M_nac_e	0.1	0.01	1	0.001
all	minimal	lane121s003951_bin.1.p	lane122s000542_bin.1.s	M_nh4_e	0.1	0.05	1	0.005000000000000001
all	minimal	lane121s003951_bin.1.p	lane122s000599_bin.1.p	M_ac_e	1.0	0.03	1	0.03
