model	metabolite
lane121s003977_shovill	fol
lane121s003977_shovill	frmd
lane121s003977_shovill	fru
lane121s003977_shovill	fum
lane121s003977_shovill	g3pc
lane121s003977_shovill	g3pi
lane121s003977_shovill	g3ps
lane121s003977_shovill	gam
lane121s003977_shovill	gcald
lane121s003977_shovill	glc__D
lane121s003977_shovill	glcn__D
lane121s003977_shovill	glcur
lane121s003977_shovill	gln__L
lane121s003977_shovill	gly_asn__L
lane121s003977_shovill	gly
lane121s003977_shovill	gly_pro__L
lane121s003977_shovill	glyb
lane121s003977_shovill	glyc3p
lane121s003977_shovill	glyc
lane121s003977_shovill	glyclt
lane121s003977_shovill	gsn
lane121s003977_shovill	gthox
lane121s003977_shovill	gthrd
lane121s003977_shovill	gua
lane121s003977_shovill	h2o2
lane121s003977_shovill	h2o
lane121s003977_shovill	h2s
lane121s003977_shovill	h
lane121s003977_shovill	ham
lane121s003977_shovill	hco3
lane121s003977_shovill	his__L
lane121s003977_shovill	hxa
lane121s003977_shovill	hxan
lane121s003977_shovill	ibt
lane121s003977_shovill	ile__L
lane121s003977_shovill	isobuta
lane121s003977_shovill	k
lane121s003977_shovill	lcts
lane121s003977_shovill	leu__L
lane121s003977_shovill	lys__L
lane121s003977_shovill	madg
lane121s003977_shovill	mal__L
lane121s003977_shovill	malt
lane121s003977_shovill	malthx
lane121s003977_shovill	malttr
lane121s003977_shovill	maltttr
lane121s003977_shovill	man
lane121s003977_shovill	mbdg
lane121s003977_shovill	melib
lane121s003977_shovill	mg2
lane121s003977_shovill	mn2
lane121s003977_shovill	no2
lane121s003977_shovill	no3
lane121s003977_shovill	no
lane121s003977_shovill	o2
lane121s003977_shovill	oaa
lane121s003977_shovill	raffin
lane121s003977_shovill	rbt
lane121s003977_shovill	rib__D
lane121s003977_shovill	s
lane121s003977_shovill	salcn
lane121s003977_shovill	sbt__D
lane121s003977_shovill	so4
lane121s003977_shovill	sucr
lane121s003977_shovill	tgt
lane121s003977_shovill	thm
lane121s003977_shovill	tre
lane121s003977_shovill	tsul
lane121s003977_shovill	xyl__D
lane121s003977_shovill	zn2
lane121s003978_shovill	14glucan
lane121s003978_shovill	23camp
lane121s003978_shovill	arbt
lane121s003978_shovill	arg__L
lane121s003978_shovill	asn__L
lane121s003978_shovill	ca2
lane121s003978_shovill	cellb
lane121s003978_shovill	cl
lane121s003978_shovill	cobalt2
lane121s003978_shovill	cu2
lane121s003978_shovill	dextrin
lane121s003978_shovill	drib
lane121s003978_shovill	fe2
lane121s003978_shovill	fol
lane121s003978_shovill	fru
lane121s003978_shovill	fuc
lane121s003978_shovill	g3pg
lane121s003978_shovill	gam
lane121s003978_shovill	glc__D
lane121s003978_shovill	glcn__D
lane121s003978_shovill	glcur
lane121s003978_shovill	glucan4
lane121s003978_shovill	glucan6
lane121s003978_shovill	gly
lane121s003978_shovill	glyc3p
lane121s003978_shovill	glyc
lane121s003978_shovill	gthrd
lane121s003978_shovill	gua
lane121s003978_shovill	h2o2
lane121s003978_shovill	h2o
lane121s003978_shovill	h2s
lane121s003978_shovill	h
lane121s003978_shovill	ham
lane121s003978_shovill	his__L
lane121s003978_shovill	inost
lane121s003978_shovill	k
lane121s003978_shovill	lmn2
lane121s003978_shovill	lys__L
lane121s003978_shovill	madg
lane121s003978_shovill	malt
lane121s003978_shovill	man
lane121s003978_shovill	mbdg
lane121s003978_shovill	melib
lane121s003978_shovill	mg2
lane121s003978_shovill	mn2
lane121s003978_shovill	mnl
lane121s003978_shovill	n2o
lane121s003978_shovill	ncam
lane121s003978_shovill	nh4
lane121s003978_shovill	no2
lane121s003978_shovill	no3
lane121s003978_shovill	no
lane121s003978_shovill	o2
lane121s003978_shovill	rib__D
lane121s003978_shovill	ribflv
lane121s003978_shovill	s
lane121s003978_shovill	salcn
lane121s003978_shovill	ser__D
lane121s003978_shovill	ser__L
lane121s003978_shovill	skm
lane121s003978_shovill	so4
lane121s003978_shovill	sucr
lane121s003978_shovill	tgt
lane121s003978_shovill	thm
lane121s003978_shovill	thr__L
lane121s003978_shovill	thymd
lane121s003978_shovill	tre
lane121s003978_shovill	udcpdp
lane121s003978_shovill	uri
lane121s003978_shovill	xyl3
lane121s003978_shovill	xyl__D
lane121s003978_shovill	xylan4
lane121s003978_shovill	xylb
lane121s003978_shovill	zn2
lane121s003979_bin.1.s	14glucan
lane121s003979_bin.1.s	23camp
lane121s003979_bin.1.s	23cgmp
lane121s003979_bin.1.s	25dkglcn
lane121s003979_bin.1.s	2dhglcn
lane121s003979_bin.1.s	acgam
lane121s003979_bin.1.s	arbt
lane121s003979_bin.1.s	arg__L
lane121s003979_bin.1.s	asn__L
lane121s003979_bin.1.s	ca2
lane121s003979_bin.1.s	cellb
lane121s003979_bin.1.s	cl
lane121s003979_bin.1.s	cobalt2
lane121s003979_bin.1.s	cu2
lane121s003979_bin.1.s	cyan
lane121s003979_bin.1.s	cytd
lane121s003979_bin.1.s	dextrin
lane121s003979_bin.1.s	drib
lane121s003979_bin.1.s	fol
lane121s003979_bin.1.s	fru
lane121s003979_bin.1.s	fuc
lane121s003979_bin.1.s	fum
lane121s003979_bin.1.s	g3pc
lane121s003979_bin.1.s	g3pg
lane121s003979_bin.1.s	gam
lane121s003979_bin.1.s	glc__D
lane121s003979_bin.1.s	glcn__D
lane121s003979_bin.1.s	glcr
lane121s003979_bin.1.s	glcur
lane121s003979_bin.1.s	glucan4
lane121s003979_bin.1.s	glucan6
lane121s003979_bin.1.s	gly
lane121s003979_bin.1.s	glyc3p
lane121s003979_bin.1.s	glyc
lane121s003979_bin.1.s	gthrd
lane121s003979_bin.1.s	h2o2
lane121s003979_bin.1.s	h2o
lane121s003979_bin.1.s	h2s
lane121s003979_bin.1.s	h
lane121s003979_bin.1.s	ham
lane121s003979_bin.1.s	his__L
lane121s003979_bin.1.s	hom__L
lane121s003979_bin.1.s	k
lane121s003979_bin.1.s	lmn2
lane121s003979_bin.1.s	lys__L
lane121s003979_bin.1.s	madg
lane121s003979_bin.1.s	mal__L
lane121s003979_bin.1.s	malt
lane121s003979_bin.1.s	man
lane121s003979_bin.1.s	mbdg
lane121s003979_bin.1.s	melib
lane121s003979_bin.1.s	mg2
lane121s003979_bin.1.s	mn2
lane121s003979_bin.1.s	mnl
lane121s003979_bin.1.s	ncam
lane121s003979_bin.1.s	nh4
lane121s003979_bin.1.s	no3
lane121s003979_bin.1.s	no
lane121s003979_bin.1.s	o2
lane121s003979_bin.1.s	orn__L
lane121s003979_bin.1.s	rib__D
lane121s003979_bin.1.s	ribflv
lane121s003979_bin.1.s	s
lane121s003979_bin.1.s	salchs4fe
lane121s003979_bin.1.s	salcn
lane121s003979_bin.1.s	ser__D
lane121s003979_bin.1.s	ser__L
lane121s003979_bin.1.s	skm
lane121s003979_bin.1.s	so4
lane121s003979_bin.1.s	sucr
lane121s003979_bin.1.s	taur
lane121s003979_bin.1.s	tgt
lane121s003979_bin.1.s	thm
lane121s003979_bin.1.s	thr__L
lane121s003979_bin.1.s	tre
lane121s003979_bin.1.s	tsul
lane121s003979_bin.1.s	udcpdp
lane121s003979_bin.1.s	uri
lane121s003979_bin.1.s	xyl3
lane121s003979_bin.1.s	xyl__D
lane121s003979_bin.1.s	xylan4
lane121s003979_bin.1.s	xylb
lane121s003979_bin.1.s	zn2
lane121s003980_megahit	14glucan
lane121s003980_megahit	23camp
lane121s003980_megahit	23ccmp
lane121s003980_megahit	25dkglcn
lane121s003980_megahit	2dhglcn
lane121s003980_megahit	4abut
lane121s003980_megahit	LalaDgluMdap
lane121s003980_megahit	LalaLglu
lane121s003980_megahit	acgam
lane121s003980_megahit	arbt
lane121s003980_megahit	arg__L
lane121s003980_megahit	asn__L
lane121s003980_megahit	aso3
lane121s003980_megahit	aso4
lane121s003980_megahit	asp__L
lane121s003980_megahit	btn
lane121s003980_megahit	but
lane121s003980_megahit	bz
lane121s003980_megahit	ca2
lane121s003980_megahit	cell4
lane121s003980_megahit	cell6
lane121s003980_megahit	cellb
lane121s003980_megahit	cit
lane121s003980_megahit	cl
lane121s003980_megahit	co2
lane121s003980_megahit	co
lane121s003980_megahit	cobalt2
lane121s003980_megahit	cu2
lane121s003980_megahit	cu
lane121s003980_megahit	cyan
lane121s003980_megahit	cytd
lane121s003980_megahit	dad_2
lane121s003980_megahit	dextrin
lane121s003980_megahit	drib
lane121s003980_megahit	duri
lane121s003980_megahit	fe2
lane121s003980_megahit	fe3
lane121s003980_megahit	fe3dcit
lane121s003980_megahit	fe3pyovd_kt
lane121s003980_megahit	fol
lane121s003980_megahit	for
lane121s003980_megahit	fru
lane121s003980_megahit	fuc
lane121s003980_megahit	fum
lane121s003980_megahit	g3pg
lane121s003980_megahit	gam
lane121s003980_megahit	glc__D
lane121s003980_megahit	glcn__D
lane121s003980_megahit	glcr
lane121s003980_megahit	glcur
lane121s003980_megahit	gln__L
lane121s003980_megahit	glu__L
lane121s003980_megahit	glucan4
lane121s003980_megahit	glucan6
lane121s003980_megahit	gly
lane121s003980_megahit	gly_glu__L
lane121s003980_megahit	gly_pro__L
lane121s003980_megahit	glyb
lane121s003980_megahit	glyc3p
lane121s003980_megahit	glyc
lane121s003980_megahit	glyclt
lane121s003980_megahit	gsn
lane121s003980_megahit	gthox
lane121s003980_megahit	gthrd
lane121s003980_megahit	gua
lane121s003980_megahit	h2
lane121s003980_megahit	h2o2
lane121s003980_megahit	h2o
lane121s003980_megahit	h2s
lane121s003980_megahit	h
lane121s003980_megahit	ham
lane121s003980_megahit	hco3
lane121s003980_megahit	his__L
lane121s003980_megahit	hqn
lane121s003980_megahit	hxa
lane121s003980_megahit	hxan
lane121s003980_megahit	ile__L
lane121s003980_megahit	inost
lane121s003980_megahit	ival
lane121s003980_megahit	k
lane121s003980_megahit	lac__L
lane121s003980_megahit	lcts
lane121s003980_megahit	leu__L
lane121s003980_megahit	lipoate
lane121s003980_megahit	lmn2
lane121s003980_megahit	lys__L
lane121s003980_megahit	madg
lane121s003980_megahit	mal__L
lane121s003980_megahit	malt
lane121s003980_megahit	man
lane121s003980_megahit	mbdg
lane121s003980_megahit	melib
lane121s003980_megahit	meoh
lane121s003980_megahit	met_L_ala__L
lane121s003980_megahit	met__D
lane121s003980_megahit	met__L
lane121s003980_megahit	metox__R
lane121s003980_megahit	metox
lane121s003980_megahit	mg2
lane121s003980_megahit	mn2
lane121s003980_megahit	mnl
lane121s003980_megahit	mobd
lane121s003980_megahit	ncam
lane121s003980_megahit	no2
lane121s003980_megahit	no3
lane121s003980_megahit	no
lane121s003980_megahit	o2
lane121s003980_megahit	pnto__R
lane121s003980_megahit	rib__D
lane121s003980_megahit	ribflv
lane121s003980_megahit	s
lane121s003980_megahit	salchs4
lane121s003980_megahit	salchs4fe
lane121s003980_megahit	salcn
lane121s003980_megahit	sel
lane121s003980_megahit	ser__D
lane121s003980_megahit	ser__L
lane121s003980_megahit	skm
lane121s003980_megahit	slnt
lane121s003980_megahit	so3
lane121s003980_megahit	so4
lane121s003980_megahit	spmd
lane121s003980_megahit	stfrnA
lane121s003980_megahit	succ
lane121s003980_megahit	sucr
lane121s003980_megahit	tartr__D
lane121s003980_megahit	tcynt
lane121s003980_megahit	tgt
lane121s003980_megahit	thm
lane121s003980_megahit	thr__L
lane121s003980_megahit	thymd
lane121s003980_megahit	tol
lane121s003980_megahit	tre
lane121s003980_megahit	tsul
lane121s003980_megahit	udcpdp
lane121s003980_megahit	udcpp
lane121s003980_megahit	ura
lane121s003980_megahit	uri
lane121s003980_megahit	val__L
lane121s003980_megahit	xyl3
lane121s003980_megahit	xyl__D
lane121s003980_megahit	xylan4
lane121s003980_megahit	xylb
lane121s003980_megahit	zn2
lane121s003984_bin.1.p	25dkglcn
lane121s003984_bin.1.p	3amp
lane121s003984_bin.1.p	4hpro_LT
lane121s003984_bin.1.p	ala__L
lane121s003984_bin.1.p	arbt
lane121s003984_bin.1.p	arg__L
lane121s003984_bin.1.p	asn__L
lane121s003984_bin.1.p	aso4
lane121s003984_bin.1.p	bz
lane121s003984_bin.1.p	ca2
lane121s003984_bin.1.p	cellb
lane121s003984_bin.1.p	chor
lane121s003984_bin.1.p	cl
lane121s003984_bin.1.p	co2
lane121s003984_bin.1.p	coa
lane121s003984_bin.1.p	cobalt2
lane121s003984_bin.1.p	cu2
lane121s003984_bin.1.p	cu
lane121s003984_bin.1.p	cytd
lane121s003984_bin.1.p	dca
lane121s003984_bin.1.p	dcyt
lane121s003984_bin.1.p	ddca
lane121s003984_bin.1.p	dextrin
lane121s003984_bin.1.p	dha
lane121s003984_bin.1.p	diact
lane121s003984_bin.1.p	drib
lane121s003984_bin.1.p	dxyl
lane121s003984_bin.1.p	enter
lane121s003984_bin.1.p	etha
lane121s003984_bin.1.p	ethso3
lane121s003984_bin.1.p	etoh
lane121s003984_bin.1.p	fe2
lane121s003984_bin.1.p	fe3
lane121s003984_bin.1.p	fe3dcit
lane121s003984_bin.1.p	fe3pyovd_kt
lane121s003984_bin.1.p	feenter
lane121s003984_bin.1.p	fol
lane121s003984_bin.1.p	for
lane121s003984_bin.1.p	fru
lane121s003984_bin.1.p	fuc
lane121s003984_bin.1.p	fum
lane121s003984_bin.1.p	gal_bD
lane121s003984_bin.1.p	gal
lane121s003984_bin.1.p	galctn__D
lane121s003984_bin.1.p	galur
lane121s003984_bin.1.p	gam
lane121s003984_bin.1.p	glc__D
lane121s003984_bin.1.p	glcur
lane121s003984_bin.1.p	gln__L
lane121s003984_bin.1.p	glucan4
lane121s003984_bin.1.p	glucan6
lane121s003984_bin.1.p	gly
lane121s003984_bin.1.p	glyb
lane121s003984_bin.1.p	glyc2p
lane121s003984_bin.1.p	glyc3p
lane121s003984_bin.1.p	glyc
lane121s003984_bin.1.p	gthrd
lane121s003984_bin.1.p	h2o2
lane121s003984_bin.1.p	h2o
lane121s003984_bin.1.p	h2s
lane121s003984_bin.1.p	h
lane121s003984_bin.1.p	ile__L
lane121s003984_bin.1.p	indole
lane121s003984_bin.1.p	k
lane121s003984_bin.1.p	lcts
lane121s003984_bin.1.p	lmn2
lane121s003984_bin.1.p	lys__L
lane121s003984_bin.1.p	malt
lane121s003984_bin.1.p	malthx
lane121s003984_bin.1.p	maltpt
lane121s003984_bin.1.p	malttr
lane121s003984_bin.1.p	man
lane121s003984_bin.1.p	manttr
lane121s003984_bin.1.p	melib
lane121s003984_bin.1.p	mg2
lane121s003984_bin.1.p	mn2
lane121s003984_bin.1.p	mnl
lane121s003984_bin.1.p	mobd
lane121s003984_bin.1.p	mso3
lane121s003984_bin.1.p	nh4
lane121s003984_bin.1.p	no3
lane121s003984_bin.1.p	o2
lane121s003984_bin.1.p	oaa
lane121s003984_bin.1.p	phe__L
lane121s003984_bin.1.p	pro__L
lane121s003984_bin.1.p	progly
lane121s003984_bin.1.p	pyr
lane121s003984_bin.1.p	raffin
lane121s003984_bin.1.p	rib__D
lane121s003984_bin.1.p	ribflv
lane121s003984_bin.1.p	salcn
lane121s003984_bin.1.p	ser__D
lane121s003984_bin.1.p	so4
lane121s003984_bin.1.p	sucr
lane121s003984_bin.1.p	tre
lane121s003984_bin.1.p	uaccg
lane121s003984_bin.1.p	xyl3
lane121s003984_bin.1.p	xyl__D
lane121s003984_bin.1.p	xylb
lane121s003984_bin.1.p	zn2
lane121s003986_megahit	23camp
lane121s003986_megahit	23ccmp
lane121s003986_megahit	23cgmp
lane121s003986_megahit	23cump
lane121s003986_megahit	25dkglcn
lane121s003986_megahit	3amp
lane121s003986_megahit	3cmp
lane121s003986_megahit	4ahmmp
lane121s003986_megahit	acald
lane121s003986_megahit	ala_B
lane121s003986_megahit	ala__L
lane121s003986_megahit	arbt
lane121s003986_megahit	arg__L
lane121s003986_megahit	asn__L
lane121s003986_megahit	aso4
lane121s003986_megahit	bz
lane121s003986_megahit	ca2
lane121s003986_megahit	cellb
lane121s003986_megahit	cit
lane121s003986_megahit	cl
lane121s003986_megahit	coa
lane121s003986_megahit	cobalt2
lane121s003986_megahit	cu2
lane121s003986_megahit	dcyt
lane121s003986_megahit	dextrin
lane121s003986_megahit	drib
lane121s003986_megahit	dxyl
lane121s003986_megahit	fe2
lane121s003986_megahit	fe3dcit
lane121s003986_megahit	for
lane121s003986_megahit	fru
lane121s003986_megahit	fuc
lane121s003986_megahit	gal_bD
lane121s003986_megahit	gal
lane121s003986_megahit	galctn__D
lane121s003986_megahit	gam
lane121s003986_megahit	glc__D
lane121s003986_megahit	glcur
lane121s003986_megahit	gln__L
lane121s003986_megahit	glu__L
lane121s003986_megahit	glucan4
lane121s003986_megahit	glucan6
lane121s003986_megahit	gly
lane121s003986_megahit	glyc3p
lane121s003986_megahit	glyc
lane121s003986_megahit	gthrd
lane121s003986_megahit	h2o2
lane121s003986_megahit	h2o
lane121s003986_megahit	h
lane121s003986_megahit	ile__L
lane121s003986_megahit	indole
lane121s003986_megahit	k
lane121s003986_megahit	lcts
lane121s003986_megahit	lmn2
lane121s003986_megahit	lys__L
lane121s003986_megahit	malt
lane121s003986_megahit	malthx
lane121s003986_megahit	malttr
lane121s003986_megahit	man
lane121s003986_megahit	manttr
lane121s003986_megahit	melib
lane121s003986_megahit	mg2
lane121s003986_megahit	mn2
lane121s003986_megahit	mnl
lane121s003986_megahit	nh4
lane121s003986_megahit	nmn
lane121s003986_megahit	no3
lane121s003986_megahit	o2
lane121s003986_megahit	oaa
lane121s003986_megahit	phe__L
lane121s003986_megahit	pro__L
lane121s003986_megahit	progly
lane121s003986_megahit	pyr
lane121s003986_megahit	raffin
lane121s003986_megahit	rib__D
lane121s003986_megahit	ribflv
lane121s003986_megahit	salcn
lane121s003986_megahit	ser__D
lane121s003986_megahit	skm
lane121s003986_megahit	so4
lane121s003986_megahit	sucr
lane121s003986_megahit	tre
lane121s003986_megahit	tyr__L
lane121s003986_megahit	uaccg
lane121s003986_megahit	xyl3
lane121s003986_megahit	xyl__D
lane121s003986_megahit	xylb
lane121s003986_megahit	zn2
lane121s003995_shovill	R_sink_2ohph_c
lane121s003995_shovill	R_sink_mobd_c
lane121s003995_shovill	R_sink_sheme_c
lane121s003995_shovill	23dappa
lane121s003995_shovill	25dkglcn
lane121s003995_shovill	3amp
lane121s003995_shovill	3cmp
lane121s003995_shovill	3hoxpac
lane121s003995_shovill	3mb
lane121s003995_shovill	3ump
lane121s003995_shovill	4hbald
lane121s003995_shovill	4hphac
lane121s003995_shovill	4hpro_LT
lane121s003995_shovill	Lcyst
lane121s003995_shovill	ac
lane121s003995_shovill	acac
lane121s003995_shovill	acald
lane121s003995_shovill	acgam
lane121s003995_shovill	acglu
lane121s003995_shovill	acser
lane121s003995_shovill	actn__R
lane121s003995_shovill	agm
lane121s003995_shovill	ala__D
lane121s003995_shovill	ala__L
lane121s003995_shovill	anhgm
lane121s003995_shovill	arab__L
lane121s003995_shovill	arbt6p
lane121s003995_shovill	arbt
lane121s003995_shovill	arg__L
lane121s003995_shovill	aso3
lane121s003995_shovill	aso4
lane121s003995_shovill	asp__L
lane121s003995_shovill	btn
lane121s003995_shovill	but
lane121s003995_shovill	buts
lane121s003995_shovill	butso3
lane121s003995_shovill	bz
lane121s003995_shovill	ca2
lane121s003995_shovill	cellb
lane121s003995_shovill	cgly
lane121s003995_shovill	ch4s
lane121s003995_shovill	chol
lane121s003995_shovill	cit
lane121s003995_shovill	cl
lane121s003995_shovill	co2
lane121s003995_shovill	co
lane121s003995_shovill	cobalt2
lane121s003995_shovill	cu2
lane121s003995_shovill	cu
lane121s003995_shovill	cyan
lane121s003995_shovill	cys__L
lane121s003995_shovill	d23hb
lane121s003995_shovill	dca
lane121s003995_shovill	dextrin
lane121s003995_shovill	dha
lane121s003995_shovill	diact
lane121s003995_shovill	drib
lane121s003995_shovill	dxyl
lane121s003995_shovill	enter
lane121s003995_shovill	eths
lane121s003995_shovill	ethso3
lane121s003995_shovill	etoh
lane121s003995_shovill	fe2
lane121s003995_shovill	fe3
lane121s003995_shovill	fe3dcit
lane121s003995_shovill	fe3dhbzs
lane121s003995_shovill	fe3pyovd_kt
lane121s003995_shovill	feenter
lane121s003995_shovill	fol
lane121s003995_shovill	for
lane121s003995_shovill	fru
lane121s003995_shovill	fuc
lane121s003995_shovill	g3pc
lane121s003995_shovill	gal_bD
lane121s003995_shovill	gal
lane121s003995_shovill	galctn__D
lane121s003995_shovill	galctn__L
lane121s003995_shovill	galctr__D
lane121s003995_shovill	galman4
lane121s003995_shovill	galman6
lane121s003995_shovill	galur
lane121s003995_shovill	gam
lane121s003995_shovill	glc__D
lane121s003995_shovill	glcman4
lane121s003995_shovill	glcman6
lane121s003995_shovill	glcur
lane121s003995_shovill	gln__L
lane121s003995_shovill	gly_asn__L
lane121s003995_shovill	glyb
lane121s003995_shovill	glyc2p
lane121s003995_shovill	glyc3p
lane121s003995_shovill	glyc
lane121s003995_shovill	glyclt
lane121s003995_shovill	gua
lane121s003995_shovill	h2
lane121s003995_shovill	h2o
lane121s003995_shovill	h2s
lane121s003995_shovill	h
lane121s003995_shovill	hexs
lane121s003995_shovill	hom__L
lane121s003995_shovill	hxa
lane121s003995_shovill	hxan
lane121s003995_shovill	ile__L
lane121s003995_shovill	indole
lane121s003995_shovill	inost
lane121s003995_shovill	isetac
lane121s003995_shovill	istnt
lane121s003995_shovill	k
lane121s003995_shovill	lcts
lane121s003995_shovill	leu__L
lane121s003995_shovill	lys__L
lane121s003995_shovill	lyx__L
lane121s003995_shovill	mal__D
lane121s003995_shovill	mal__L
lane121s003995_shovill	malt
lane121s003995_shovill	malthp
lane121s003995_shovill	malthx
lane121s003995_shovill	malttr
lane121s003995_shovill	maltttr
lane121s003995_shovill	man
lane121s003995_shovill	manb
lane121s003995_shovill	manttr
lane121s003995_shovill	melib
lane121s003995_shovill	meoh
lane121s003995_shovill	met__D
lane121s003995_shovill	met__L
lane121s003995_shovill	mg2
lane121s003995_shovill	mn2
lane121s003995_shovill	mnl
lane121s003995_shovill	mobd
lane121s003995_shovill	mso3
lane121s003995_shovill	ncam
lane121s003995_shovill	nh4
lane121s003995_shovill	no3
lane121s003995_shovill	o2
lane121s003995_shovill	oaa
lane121s003995_shovill	ocdcea
lane121s003995_shovill	octa
lane121s003995_shovill	orn
lane121s003995_shovill	orot
lane121s003995_shovill	oxa
lane121s003995_shovill	pac
lane121s003995_shovill	phe__L
lane121s003995_shovill	pheme
lane121s003995_shovill	pi
lane121s003995_shovill	ppa
lane121s003995_shovill	ppap
lane121s003995_shovill	ppoh
lane121s003995_shovill	pro__L
lane121s003995_shovill	progly
lane121s003995_shovill	pta
lane121s003995_shovill	ptrc
lane121s003995_shovill	pyovd_kt
lane121s003995_shovill	pyr
lane121s003995_shovill	raffin
lane121s003995_shovill	rbt
lane121s003995_shovill	rib__D
lane121s003995_shovill	rmn
lane121s003995_shovill	salchs4
lane121s003995_shovill	salchs4fe
lane121s003995_shovill	sbt__D
lane121s003995_shovill	sel
lane121s003995_shovill	ser__L
lane121s003995_shovill	so3
lane121s003995_shovill	so4
lane121s003995_shovill	spmd
lane121s003995_shovill	sucr
lane121s003995_shovill	sula
lane121s003995_shovill	sulfac
lane121s003995_shovill	taur
lane121s003995_shovill	tcynt
lane121s003995_shovill	thm
lane121s003995_shovill	thr__L
lane121s003995_shovill	tre
lane121s003995_shovill	trp__L
lane121s003995_shovill	tsul
lane121s003995_shovill	tyr__L
lane121s003995_shovill	val__L
lane121s003995_shovill	xyl__D
lane121s003995_shovill	zn2
lane121s003996_shovill	R_sink_4crsol_c
lane121s003996_shovill	R_sink_hemeO_c
lane121s003996_shovill	R_sink_lipopb_c
lane121s003996_shovill	R_sink_mobd_c
lane121s003996_shovill	R_sink_mththf_c
lane121s003996_shovill	R_sink_sheme_c
lane121s003996_shovill	15dap
lane121s003996_shovill	25dkglcn
lane121s003996_shovill	2dhglcn
lane121s003996_shovill	3amp
lane121s003996_shovill	Larab
lane121s003996_shovill	acald
lane121s003996_shovill	acgam
lane121s003996_shovill	acnam
lane121s003996_shovill	arab__L
lane121s003996_shovill	arbt
lane121s003996_shovill	arg__L
lane121s003996_shovill	asn__L
lane121s003996_shovill	aso3
lane121s003996_shovill	aso4
lane121s003996_shovill	btn
lane121s003996_shovill	but
lane121s003996_shovill	buts
lane121s003996_shovill	butso3
lane121s003996_shovill	bz
lane121s003996_shovill	ca2
lane121s003996_shovill	cell6
lane121s003996_shovill	cellb
lane121s003996_shovill	cgly
lane121s003996_shovill	ch4s
lane121s003996_shovill	chol
lane121s003996_shovill	chols
lane121s003996_shovill	cit
lane121s003996_shovill	cl
lane121s003996_shovill	co2
lane121s003996_shovill	cobalt2
lane121s003996_shovill	cu2
lane121s003996_shovill	cyan
lane121s003996_shovill	cytd
lane121s003996_shovill	drib
lane121s003996_shovill	fe2
lane121s003996_shovill	fol
lane121s003996_shovill	fru
lane121s003996_shovill	gam
lane121s003996_shovill	glc__D
lane121s003996_shovill	glcn__D
lane121s003996_shovill	glcn
lane121s003996_shovill	gln__L
lane121s003996_shovill	glu__L
lane121s003996_shovill	gly_pro__L
lane121s003996_shovill	glyc3p
lane121s003996_shovill	glyc
lane121s003996_shovill	glyphe
lane121s003996_shovill	gthrd
lane121s003996_shovill	gua
lane121s003996_shovill	h2o2
lane121s003996_shovill	h2o
lane121s003996_shovill	h
lane121s003996_shovill	his__L
lane121s003996_shovill	k
lane121s003996_shovill	lcts
lane121s003996_shovill	lys__L
lane121s003996_shovill	madg
lane121s003996_shovill	mal__L
lane121s003996_shovill	malt
lane121s003996_shovill	man
lane121s003996_shovill	manglyc
lane121s003996_shovill	mbdg
lane121s003996_shovill	mg2
lane121s003996_shovill	mmet
lane121s003996_shovill	mn2
lane121s003996_shovill	mnl
lane121s003996_shovill	nh4
lane121s003996_shovill	no3
lane121s003996_shovill	o2
lane121s003996_shovill	pnto__R
lane121s003996_shovill	raffin
lane121s003996_shovill	rib__D
lane121s003996_shovill	ribflv
lane121s003996_shovill	s
lane121s003996_shovill	salcn
lane121s003996_shovill	sbt__D
lane121s003996_shovill	so4
lane121s003996_shovill	sucr
lane121s003996_shovill	tgt
lane121s003996_shovill	thm
lane121s003996_shovill	thr__L
lane121s003996_shovill	tre
lane121s003996_shovill	trp__L
lane121s003996_shovill	tsul
lane121s003996_shovill	tyr__L
lane121s003996_shovill	uri
lane121s003996_shovill	xyl__D
lane121s003996_shovill	zn2
lane122s000515_shovill	R_sink_hemeO_c
lane122s000515_shovill	R_sink_lipopb_c
lane122s000515_shovill	R_sink_sheme_c
lane122s000515_shovill	25dkglcn
lane122s000515_shovill	2hxmp
lane122s000515_shovill	2pglyc
lane122s000515_shovill	3amp
lane122s000515_shovill	3cmp
lane122s000515_shovill	3mb
lane122s000515_shovill	3ump
lane122s000515_shovill	4abut
lane122s000515_shovill	4hba
lane122s000515_shovill	5dglcn
lane122s000515_shovill	5mcsn
lane122s000515_shovill	5oxpro
lane122s000515_shovill	LalaLglu
lane122s000515_shovill	Larab
lane122s000515_shovill	abt__L
lane122s000515_shovill	acald
lane122s000515_shovill	acgam
lane122s000515_shovill	acglu
lane122s000515_shovill	actn__R
lane122s000515_shovill	ala_B
lane122s000515_shovill	ala_L_asp__L
lane122s000515_shovill	ala_L_glu__L
lane122s000515_shovill	ala__D
lane122s000515_shovill	ala__L
lane122s000515_shovill	alaala
lane122s000515_shovill	anhgm
lane122s000515_shovill	arab__L
lane122s000515_shovill	arbt
lane122s000515_shovill	arg__L
lane122s000515_shovill	asn__L
lane122s000515_shovill	btn
lane122s000515_shovill	but
lane122s000515_shovill	butso3
lane122s000515_shovill	bz
lane122s000515_shovill	ca2
lane122s000515_shovill	cell6
lane122s000515_shovill	cellb
lane122s000515_shovill	cgly
lane122s000515_shovill	chol
lane122s000515_shovill	chols
lane122s000515_shovill	cit
